,Model/Backbone,krippendorff's aplha,cohen's kappa,RMSE_Arousal,RMSE_Valence,Correlation_Arousal,Correlation_Valence,SAGR_Arousal,SAGR_Valence,CCC_Arousal,CCC_Valence
0,SE_Net,0.44248489301110383,0.44914715076955447,0.2629124,0.3820218,0.4970555372831533,0.7127057198431448,0.19245096,0.2866531,0.3933319296721769,0.60422688811532
