,Model/Backbone,krippendorff's aplha,cohen's kappa,RMSE_Arousal,RMSE_Valence,Correlation_Arousal,Correlation_Valence,SAGR_Arousal,SAGR_Valence,CCC_Arousal,CCC_Valence
0,CustomNet,0.3384633768680648,0.3519067723878835,0.27773377,0.37584865,0.3944137295180145,0.6895272792332374,0.20615835,0.2951166,0.25329347633547367,0.6283641511215837
